# Observed extragalactic background.
# Columns: E (GeV), E^2 phi_gamma (GeV cm^-2 s^-1 sr^-1), lower error bar, upper error bar.
0.11869533676041061 0.0000012579936722285074 0.0000010576584159401239 0.0000014526124007699645
0.16784912973246732 0.0000011221964801118822 9.082373483759284e-7 0.0000013347561459367915
0.23824437394381956 0.000001005302444596347 7.898878926712386e-7 0.0000012161281165259723
0.33690549200635955 9.355372691654871e-7 7.413180820861177e-7 0.0000011317322296444852
0.47642388638655864 9.198383867684239e-7 7.832324551869544e-7 0.0000010621425821300529
0.6737192622416136 9.474870131356139e-7 8.596333881699407e-7 0.0000010224599421287625
0.9527180674293553 8.170800076466328e-7 7.507870381323638e-7 8.817340668007336e-7
1.3522841606712683 6.898726824207719e-7 6.339005520584465e-7 7.444610566321265e-7
1.905176759483176 5.94922324858176e-7 5.443460269011785e-7 6.447193332284322e-7
2.6941434246171077 5.35211570646696e-7 4.95966630645562e-7 5.751235339104363e-7
3.809834838829658 4.576590242427096e-7 4.1875192964287934e-7 5.001810562387465e-7
5.387553374677171 4.04816023109303e-7 3.6111717113918297e-7 4.461877934055368e-7
7.618632458595434 3.688375207876846e-7 3.318182904991334e-7 4.0653232612037926e-7
10.813856010449351 3.7040128534093345e-7 3.3748143349759134e-7 4.0653232612037926e-7
15.292060917860232 2.9350532522996925e-7 2.685534749454219e-7 3.221354982195346e-7
21.54434690031882 2.696920641103057e-7 2.4572286328621975e-7 2.9474970303297647e-7
30.466233776077342 2.3257310205891403e-7 2.128012999008446e-7 2.531088342726505e-7
43.24364865028903 2.2012704506988154e-7 2.0226725734834076e-7 2.4057949713098314e-7
60.924173187749396 1.9063476921819505e-7 1.736918788794738e-7 2.0834703386689573e-7
86.47552431338326 1.5234226033952658e-7 1.3763313848492871e-7 1.679114785556594e-7
122.7430084644665 1.076847838953301e-7 9.444853431616986e-8 1.2071573840804892e-7
172.2843999766804 9.525110105285278e-8 8.214125291179653e-8 1.076847838953301e-7
244.53977853893662 6.186658334993451e-8 5.007103712285821e-8 7.358497715676582e-8
345.8079325861195 6.212887979381766e-8 4.881600576836164e-8 7.484085201390563e-8
487.19437494628465 2.8766589665908316e-8 1.6526853218084606e-8 4.035335526535799e-8
691.5217197314809 1.9003083200869898e-8 7.181648774068803e-9 3.104283773527202e-8
