# Posterior for <sigma v>.
# Columns: <sigma v> (cm^3/s), m_DM (GeV), posterior.
9.999999999999999530e-45 1.000000000000000000e+01 5.272766595325082273e+42
9.999999999999999530e-45 1.268961003167922108e+01 5.272921599311231028e+42
9.999999999999999530e-45 1.610262027560939302e+01 5.273115988073693697e+42
9.999999999999999530e-45 2.043359717856941771e+01 5.273350220645966181e+42
9.999999999999999530e-45 2.592943797404667094e+01 5.272980466781972671e+42
9.999999999999999530e-45 3.290344562312667875e+01 5.273068579036319493e+42
9.999999999999999530e-45 4.175318936560400118e+01 5.272946165335997129e+42
9.999999999999999530e-45 5.298316906283707084e+01 5.272560057765553048e+42
9.999999999999999530e-45 6.723357536499334230e+01 5.272373099774743081e+42
9.999999999999999530e-45 8.531678524172805567e+01 5.272283323665543365e+42
9.999999999999999530e-45 1.082636733874054045e+02 5.272022465055909867e+42
9.999999999999999530e-45 1.373823795883263870e+02 5.271841552611953487e+42
9.999999999999999530e-45 1.743328822199987371e+02 5.271734690757441173e+42
9.999999999999999530e-45 2.212216291070450325e+02 5.271587752392623287e+42
9.999999999999999530e-45 2.807216203941175650e+02 5.271494513861144606e+42
9.999999999999999530e-45 3.562247890262444230e+02 5.271436233607205509e+42
9.999999999999999530e-45 4.520353656360240393e+02 5.271380309371660684e+42
9.999999999999999530e-45 5.736152510448681596e+02 5.271331183341058565e+42
9.999999999999999530e-45 7.278953843983146044e+02 5.271300437418219159e+42
9.999999999999999530e-45 9.236708571873865594e+02 5.271278065656366912e+42
9.999999999999999530e-45 1.172102297533480623e+03 5.271259073942600244e+42
9.999999999999999530e-45 1.487352107293511835e+03 5.271247088906606335e+42
9.999999999999999530e-45 1.887391822135097755e+03 5.271238140047683346e+42
9.999999999999999530e-45 2.395026619987485901e+03 5.271230937684641519e+42
9.999999999999999530e-45 3.039195382313198024e+03 5.271226236117995158e+42
9.999999999999999530e-45 3.856620421163472201e+03 5.271223006742492873e+42
9.999999999999999530e-45 4.893900918477494088e+03 5.271219994460554681e+42
9.999999999999999530e-45 6.210169418915616006e+03 5.271218342555253498e+42
9.999999999999999530e-45 7.880462815669912743e+03 5.271217096101211649e+42
9.999999999999999530e-45 1.000000000000000000e+04 5.271216100595436529e+42
1.212305401337652748e-44 1.000000000000000000e+01 4.349503456987018018e+42
