# p(<sigma v> | N_PBH, M_PBH, m_DM, U) for M_PBH = 10.0 M_sun.
# Columns are: <sigma v> (cm^3/s), m_DM (GeV), p(sv | ...).
9.999999999999999841e-46 1.000000000000000000e+01 4.950187968967812574e-02
9.999999999999999841e-46 3.162277660168379612e+02 4.950183991436193226e-02
9.999999999999999841e-46 1.000000000000000000e+04 4.950183243668259542e-02
9.999999999999999293e-41 1.000000000000000000e+01 4.951657130299169651e-02
9.999999999999999293e-41 3.162277660168379612e+02 4.950422670323929852e-02
9.999999999999999293e-41 1.000000000000000000e+04 4.950185523262883025e-02
1.000000000000000008e-35 1.000000000000000000e+01 5.264748126661520505e-02
1.000000000000000008e-35 3.162277660168379612e+02 5.025161813498853214e-02
1.000000000000000008e-35 1.000000000000000000e+04 4.950901340914645732e-02
1.000000000000000083e-30 1.000000000000000000e+01 2.408185097922955196e-04
1.000000000000000083e-30 3.162277660168379612e+02 3.953872613172502992e-02
1.000000000000000083e-30 1.000000000000000000e+04 5.163350739121932986e-02
1.000000000000000038e-25 1.000000000000000000e+01 0.000000000000000000e+00
1.000000000000000038e-25 3.162277660168379612e+02 0.000000000000000000e+00
1.000000000000000038e-25 1.000000000000000000e+04 2.074314491737408016e-03
