# p(<sigma v> | N_PBH, M_PBH, m_DM, U) for M_PBH = 10.0 M_sun.
# Columns are: <sigma v> (cm^3/s), m_DM (GeV), p(sv | ...).
9.999999999999999841e-46 1.000000000000000000e+01 4.954572785328732742e-02
9.999999999999999841e-46 2.154434690031883193e+01 4.954574300542678028e-02
9.999999999999999841e-46 4.641588833612777165e+01 4.954572739669200337e-02
9.999999999999999841e-46 1.000000000000000000e+02 4.954570881266361082e-02
9.999999999999999841e-46 2.154434690031882269e+02 4.954569134167455952e-02
9.999999999999999841e-46 4.641588833612777307e+02 4.954568389665603423e-02
9.999999999999999841e-46 1.000000000000000000e+03 4.954568075363819518e-02
9.999999999999999841e-46 2.154434690031882383e+03 4.954567952498208777e-02
9.999999999999999841e-46 4.641588833612777307e+03 4.954567909307352330e-02
9.999999999999999841e-46 1.000000000000000000e+04 4.954567894759374230e-02
1.260382929679722193e-45 1.000000000000000000e+01 4.954573413454536196e-02
1.260382929679722193e-45 2.154434690031883193e+01 4.954575143162588680e-02
1.260382929679722193e-45 4.641588833612777165e+01 4.954573272159337738e-02
1.260382929679722193e-45 1.000000000000000000e+02 4.954571223182725748e-02
1.260382929679722193e-45 2.154434690031882269e+02 4.954569282098267302e-02
1.260382929679722193e-45 4.641588833612777307e+02 4.954568457563310324e-02
1.260382929679722193e-45 1.000000000000000000e+03 4.954568097524920250e-02
1.260382929679722193e-45 2.154434690031882383e+03 4.954567960228258017e-02
1.260382929679722193e-45 4.641588833612777307e+03 4.954567911817833042e-02
1.260382929679722193e-45 1.000000000000000000e+04 4.954567895765792096e-02
1.588565129428065603e-45 1.000000000000000000e+01 4.954574081605529756e-02
1.588565129428065603e-45 2.154434690031883193e+01 4.954575914222584393e-02
1.588565129428065603e-45 4.641588833612777165e+01 4.954573914748885977e-02
1.588565129428065603e-45 1.000000000000000000e+02 4.954571652753995969e-02
1.588565129428065603e-45 2.154434690031882269e+02 4.954569462847101258e-02
1.588565129428065603e-45 4.641588833612777307e+02 4.954568518910126146e-02
1.588565129428065603e-45 1.000000000000000000e+03 4.954568122456552703e-02
1.588565129428065603e-45 2.154434690031882383e+03 4.954567968215616708e-02
1.588565129428065603e-45 4.641588833612777307e+03 4.954567914748315288e-02
1.588565129428065603e-45 1.000000000000000000e+04 4.954567896716895181e-02
2.002200371815592583e-45 1.000000000000000000e+01 4.954574936550585479e-02
2.002200371815592583e-45 2.154434690031883193e+01 4.954576973554621760e-02
2.002200371815592583e-45 4.641588833612777165e+01 4.954574752578594365e-02
2.002200371815592583e-45 1.000000000000000000e+02 4.954572110971461329e-02
2.002200371815592583e-45 2.154434690031882269e+02 4.954569643657782269e-02
2.002200371815592583e-45 4.641588833612777307e+02 4.954568598163576476e-02
2.002200371815592583e-45 1.000000000000000000e+03 4.954568151416375438e-02
2.002200371815592583e-45 2.154434690031882383e+03 4.954567978258975214e-02
2.002200371815592583e-45 4.641588833612777307e+03 4.954567918004718075e-02
2.002200371815592583e-45 1.000000000000000000e+04 4.954567897944021915e-02
2.523539170434765931e-45 1.000000000000000000e+01 4.954575647703508140e-02
2.523539170434765931e-45 2.154434690031883193e+01 4.954577938746574511e-02
2.523539170434765931e-45 4.641588833612777165e+01 4.954575587181450635e-02
2.523539170434765931e-45 1.000000000000000000e+02 4.954572622185326319e-02
2.523539170434765931e-45 2.154434690031882269e+02 4.954569863699911231e-02
2.523539170434765931e-45 4.641588833612777307e+02 4.954568680519738644e-02
2.523539170434765931e-45 1.000000000000000000e+03 4.954568183079252619e-02
2.523539170434765931e-45 2.154434690031882383e+03 4.954567990924853976e-02
2.523539170434765931e-45 4.641588833612777307e+03 4.954567922392374285e-02
2.523539170434765931e-45 1.000000000000000000e+04 4.954567899269777392e-02
3.180625692794106177e-45 1.000000000000000000e+01 4.954576644029379945e-02
3.180625692794106177e-45 2.154434690031883193e+01 4.954579308955885109e-02
3.180625692794106177e-45 4.641588833612777165e+01 4.954576482371331886e-02
3.180625692794106177e-45 1.000000000000000000e+02 4.954573226241173328e-02
3.180625692794106177e-45 2.154434690031882269e+02 4.954570113228289052e-02
3.180625692794106177e-45 4.641588833612777307e+02 4.954568780732238054e-02
3.180625692794106177e-45 1.000000000000000000e+03 4.954568221207890366e-02
3.180625692794106177e-45 2.154434690031882383e+03 4.954568002344261063e-02
3.180625692794106177e-45 4.641588833612777307e+03 4.954567925861035060e-02
3.180625692794106177e-45 1.000000000000000000e+04 4.954567900587632939e-02
4.008806328898497436e-45 1.000000000000000000e+01 4.954577732510866833e-02
4.008806328898497436e-45 2.154434690031883193e+01 4.954580634847172149e-02
4.008806328898497436e-45 4.641588833612777165e+01 4.954577502578848269e-02
4.008806328898497436e-45 1.000000000000000000e+02 4.954573936807073892e-02
4.008806328898497436e-45 2.154434690031882269e+02 4.954570387006321935e-02
4.008806328898497436e-45 4.641588833612777307e+02 4.954568895282087521e-02
4.008806328898497436e-45 1.000000000000000000e+03 4.954568261260517553e-02
4.008806328898497436e-45 2.154434690031882383e+03 4.954568017078625486e-02
4.008806328898497436e-45 4.641588833612777307e+03 4.954567930963353628e-02
4.008806328898497436e-45 1.000000000000000000e+04 4.954567902478621000e-02
5.052631065335700452e-45 1.000000000000000000e+01 4.954578944053157630e-02
5.052631065335700452e-45 2.154434690031883193e+01 4.954582348944983755e-02
5.052631065335700452e-45 4.641588833612777165e+01 4.954578760573032786e-02
5.052631065335700452e-45 1.000000000000000000e+02 4.954574649604327058e-02
5.052631065335700452e-45 2.154434690031882269e+02 4.954570668976451819e-02
