# Posterior for <sigma v>.
# Columns: <sigma v> (cm^3/s), m_DM (GeV), posterior.
9.999999999999999744e-49 1.000000000000000000e+01 3.307792220452725908e+46
9.999999999999999744e-49 1.268961003167922108e+01 3.319629846571469547e+46
9.999999999999999744e-49 1.610262027560939302e+01 3.326061040669837789e+46
9.999999999999999744e-49 2.043359717856941771e+01 3.326184564639305511e+46
9.999999999999999744e-49 2.592943797404667094e+01 3.320271459748886922e+46
9.999999999999999744e-49 3.290344562312667875e+01 3.310136299756990493e+46
9.999999999999999744e-49 4.175318936560400118e+01 3.297925179198082838e+46
9.999999999999999744e-49 5.298316906283707084e+01 3.286221236040109139e+46
9.999999999999999744e-49 6.723357536499334230e+01 3.277508700556709024e+46
9.999999999999999744e-49 8.531678524172805567e+01 3.273762027849614304e+46
9.999999999999999744e-49 1.082636733874054045e+02 3.274927525619513817e+46
9.999999999999999744e-49 1.373823795883263870e+02 3.279255569012695598e+46
9.999999999999999744e-49 1.743328822199987371e+02 3.284130033657949993e+46
9.999999999999999744e-49 2.212216291070450325e+02 3.287318411134666412e+46
9.999999999999999744e-49 2.807216203941175650e+02 3.288497722813503581e+46
9.999999999999999744e-49 3.562247890262444230e+02 3.288679071635476600e+46
9.999999999999999744e-49 4.520353656360240393e+02 3.289188665177884148e+46
9.999999999999999744e-49 5.736152510448681596e+02 3.290583921205386781e+46
9.999999999999999744e-49 7.278953843983146044e+02 3.292026849239200164e+46
9.999999999999999744e-49 9.236708571873865594e+02 3.291645188078785517e+46
9.999999999999999744e-49 1.172102297533480623e+03 3.287578466668465904e+46
9.999999999999999744e-49 1.487352107293511835e+03 3.278715199671955393e+46
9.999999999999999744e-49 1.887391822135097755e+03 3.265174438303865879e+46
9.999999999999999744e-49 2.395026619987485901e+03 3.247426906410831345e+46
9.999999999999999744e-49 3.039195382313198024e+03 3.225595775659700178e+46
9.999999999999999744e-49 3.856620421163472201e+03 3.198052926918297401e+46
9.999999999999999744e-49 4.893900918477494088e+03 3.162401000751892053e+46
9.999999999999999744e-49 6.210169418915616006e+03 3.116898802203760077e+46
9.999999999999999744e-49 7.880462815669912743e+03 3.061960483438533420e+46
9.999999999999999744e-49 1.000000000000000000e+04 2.999210294368577332e+46
1.212305401337652862e-48 1.000000000000000000e+01 2.728513967057992058e+46
1.212305401337652862e-48 1.268961003167922108e+01 2.738278524785501596e+46
1.212305401337652862e-48 1.610262027560939302e+01 2.743583453779762692e+46
